order_id,customer_id,order_date,shipped_date,delivered_date,status,shipping_address,payment_method,payment_status
ORD_00683,CUST_0515,2025-01-10,2025-01-11,2025-01-16,delivered,"04947 Small Meadows, Kathyland, NJ 54014",PayPal,paid
ORD_00684,CUST_0282,2025-07-24,2025-07-26,2025-07-31,delivered,"PSC 4793, Box 4682, APO AE 11030",Apple Pay,paid
ORD_00685,CUST_0827,2025-02-18,2025-02-23,2025-02-26,delivered,"19024 Perez Vista, Gomezmouth, CT 55894",Apple Pay,paid
ORD_00686,CUST_0504,2025-07-17,2025-07-20,2025-07-24,delivered,"9218 Cory Center, Rangelberg, MN 65212",PayPal,refunded
ORD_00687,CUST_0025,2025-06-05,2025-06-08,2025-06-12,delivered,"222 James Stream Apt. 220, Port Justinmouth, VI 70930",Debit Card,paid
ORD_00688,CUST_0118,2025-02-28,2025-03-05,2025-03-07,delivered,"823 John Orchard, Port Kennethbury, SD 21378",Debit Card,pending
ORD_00689,CUST_0188,2025-07-31,2025-08-07,2025-08-08,delivered,"35154 Bennett Inlet Apt. 781, Lake Joseph, MH 59008",PayPal,failed
ORD_00690,CUST_0976,2025-10-11,2025-10-17,2025-10-19,delivered,"4375 Crystal Trace, Howardland, KY 96904",Credit Card,failed
ORD_00691,CUST_0186,2024-12-18,2024-12-24,2024-12-25,delivered,"40763 Adkins Bridge, Leeborough, MD 95396",Debit Card,refunded
ORD_00692,CUST_0102,2024-12-19,2024-12-21,2024-12-25,delivered,"465 Bowman Island, North Natalieburgh, NY 73730",Debit Card,failed
ORD_00693,CUST_0385,2025-02-23,2025-02-24,2025-02-26,delivered,"44550 Chen Walk, Port Morganberg, DE 86877",PayPal,pending
ORD_00694,CUST_0505,2025-07-16,2025-07-23,2025-07-28,delivered,"54765 Reyes Well Suite 494, New Kyle, GA 90167",Apple Pay,paid
ORD_00695,CUST_0276,2025-03-27,2025-03-30,2025-04-03,delivered,"92262 Patton Divide, West Billy, AZ 07721",Google Pay,refunded
ORD_00696,CUST_0068,2025-01-31,2025-02-01,2025-02-05,delivered,"72346 Matthew Greens Apt. 772, Bobbyside, GA 16195",PayPal,paid
ORD_00697,CUST_0276,2025-09-25,2025-09-30,,shipped,"799 Sara Square, East Alexandraville, NY 04221",Credit Card,pending
ORD_00698,CUST_0782,2025-10-15,2025-10-21,,shipped,"23640 Michael Fall Suite 682, Elizabethbury, MI 15956",PayPal,failed
ORD_00699,CUST_0582,2025-06-27,2025-07-01,2025-07-02,delivered,"Unit 1097 Box 5832, DPO AE 17495",Google Pay,pending
ORD_00700,CUST_0802,2025-03-29,2025-04-01,2025-04-06,delivered,"14278 Williamson Wall, Port Michael, VI 24917",PayPal,pending
ORD_00701,CUST_0551,2024-12-14,2024-12-19,2024-12-23,delivered,"94631 Adrian Haven Apt. 151, East Cesarfurt, ME 32581",Credit Card,paid
ORD_00702,CUST_0833,2024-11-28,2024-12-05,2024-12-10,delivered,"519 Bethany Lights Suite 861, Lake Melissatown, PW 53107",Debit Card,pending
ORD_00703,CUST_0001,2025-06-16,2025-06-20,2025-06-23,delivered,"31162 Mullins Shore, Wattshaven, ND 26384",Google Pay,failed
ORD_00704,CUST_0860,2025-02-02,,,processing,"5588 Oneill Dam, Paigeshire, IL 87690",Apple Pay,failed
ORD_00705,CUST_0863,2025-02-13,2025-02-15,,shipped,"849 Williams Flat, Lake Samuel, OK 33374",Google Pay,failed
ORD_00706,CUST_0047,2025-09-29,2025-10-05,2025-10-10,delivered,"9008 Zamora Mall Apt. 841, Jillbury, OH 65023",Google Pay,paid
ORD_00707,CUST_0308,2025-04-21,2025-04-25,2025-04-26,delivered,"9922 Jenny Rest, Samuelland, TN 87097",PayPal,failed
ORD_00708,CUST_0900,2025-07-23,2025-07-25,2025-07-30,delivered,"4451 Turner Way Suite 411, Matthewton, MD 25091",Google Pay,failed
ORD_00709,CUST_0906,2025-03-24,,,processing,"535 Michael Shoals, South Chelseachester, VA 76447",Debit Card,failed
ORD_00710,CUST_0771,2025-04-26,,,processing,"237 Sanders Square, East Christopher, IN 54680",Apple Pay,failed
ORD_00711,CUST_0252,2025-05-30,2025-06-02,,shipped,"9747 Karen Valley, North Donnaland, NM 85101",Debit Card,pending
ORD_00712,CUST_0471,2025-10-24,2025-10-27,,shipped,"15700 Bowen Mill Apt. 538, Veronicaberg, NC 59796",Credit Card,pending
ORD_00713,CUST_0662,2024-12-25,2024-12-30,2025-01-03,delivered,"6445 Medina Points, Reginamouth, NE 42288",Credit Card,paid
ORD_00714,CUST_0689,2025-02-01,2025-02-05,2025-02-10,delivered,"7084 John Extension Apt. 615, South Geraldton, FL 70746",Apple Pay,refunded
ORD_00715,CUST_0552,2025-08-31,2025-09-07,2025-09-08,delivered,"322 Brandon Shore Apt. 604, West Michaelbury, SD 74099",Google Pay,paid
ORD_00716,CUST_0914,2025-01-25,,,processing,"PSC 5951, Box 6907, APO AP 02194",Apple Pay,paid
ORD_00717,CUST_0362,2025-03-16,2025-03-23,2025-03-28,delivered,"USCGC Nguyen, FPO AE 85250",Debit Card,refunded
ORD_00718,CUST_0182,2025-03-27,,,cancelled,"03679 Tina Valley Apt. 784, North Kimberly, FL 07448",Credit Card,paid
ORD_00719,CUST_0474,2025-03-04,2025-03-06,2025-03-10,delivered,"0799 Bryant Village, Mitchellmouth, WI 87789",Credit Card,pending
ORD_00720,CUST_0761,2025-06-24,2025-07-01,2025-07-04,delivered,"500 Orozco Heights Apt. 496, Elizabethborough, OK 95352",Debit Card,pending
ORD_00721,CUST_0093,2025-03-21,2025-03-27,,shipped,"7280 Amanda Bridge Apt. 883, North Kimberlyhaven, MN 18950",Debit Card,pending
ORD_00722,CUST_0240,2025-02-19,2025-02-22,2025-02-23,delivered,"793 Sandra Ports, East Rickyburgh, AL 50595",Debit Card,refunded
ORD_00723,CUST_0927,2025-01-04,,,processing,"Unit 2243 Box 9622, DPO AA 16927",Google Pay,pending
ORD_00724,CUST_0008,2025-03-03,2025-03-10,2025-03-14,delivered,"4221 Miller Highway, New Andrew, ME 09560",Credit Card,failed
ORD_00725,CUST_0583,2024-12-25,2024-12-29,2024-12-31,delivered,"29713 Johnson Station, South Benjamin, FL 23186",Google Pay,pending
ORD_00726,CUST_0676,2025-07-07,,,processing,"0491 Mcintosh Trace Apt. 170, North Cynthiaton, MN 56844",Google Pay,pending
ORD_00727,CUST_0067,2025-10-04,2025-10-06,,shipped,"1128 Shaw Circle, Johnshire, MA 66478",Credit Card,pending
ORD_00728,CUST_0266,2025-09-04,2025-09-11,,shipped,"569 Elizabeth Ville Apt. 906, Kellystad, NH 15518",PayPal,failed
ORD_00729,CUST_0197,2025-08-14,,,processing,"94804 Andrews Landing Apt. 302, West Brianview, MH 28355",Credit Card,failed
ORD_00730,CUST_0698,2025-07-08,2025-07-12,,shipped,"USCGC Davis, FPO AP 40759",Credit Card,refunded
ORD_00731,CUST_0657,2025-07-22,,,processing,"17278 Adams Gardens Apt. 718, Heidiside, CO 34440",Credit Card,failed
ORD_00732,CUST_0443,2025-01-24,2025-01-27,2025-01-28,delivered,"7725 Phillips Lights Suite 531, Martinbury, IN 59896",Google Pay,refunded
ORD_00733,CUST_0508,2025-04-27,2025-05-02,2025-05-03,delivered,"USCGC Kane, FPO AE 98954",PayPal,paid
ORD_00734,CUST_0285,2025-11-11,2025-11-16,2025-11-20,delivered,"44948 Kimberly Ferry, North Jeffreyport, NY 80136",Debit Card,paid
ORD_00735,CUST_0402,2025-07-01,2025-07-04,2025-07-05,delivered,"USNS Diaz, FPO AP 72725",Google Pay,paid
ORD_00736,CUST_0756,2025-09-18,2025-09-24,2025-09-28,delivered,"PSC 3428, Box 5839, APO AE 35635",Credit Card,pending
ORD_00737,CUST_0202,2025-08-17,2025-08-20,2025-08-23,delivered,"Unit 6800 Box 9257, DPO AP 31058",Credit Card,paid
ORD_00738,CUST_0029,2025-03-10,2025-03-14,2025-03-15,delivered,"63465 Paul Forges, Serranoville, MI 06934",Google Pay,failed
ORD_00739,CUST_0861,2025-05-02,2025-05-04,2025-05-05,delivered,"18481 Ward Cliff Apt. 790, Bowmanshire, AK 96733",Apple Pay,pending
ORD_00740,CUST_0982,2025-03-03,2025-03-10,2025-03-11,delivered,"525 Lewis Orchard, Justinville, UT 03741",Debit Card,pending
ORD_00741,CUST_0967,2025-01-23,2025-01-30,2025-02-04,delivered,"9808 Melissa Island Suite 595, Jeremyside, OH 97447",Google Pay,refunded
ORD_00742,CUST_0783,2025-04-18,2025-04-24,2025-04-28,delivered,"01931 Samantha Crescent, Bakerfurt, AS 27658",Google Pay,paid
ORD_00743,CUST_0088,2025-05-24,2025-05-25,2025-05-29,delivered,"02397 Carter Tunnel, Larsonmouth, PA 82889",Debit Card,paid
ORD_00744,CUST_0802,2025-03-21,2025-03-22,2025-03-26,delivered,"965 Laura Shoal, Kristenport, VI 65236",Credit Card,failed
ORD_00745,CUST_0626,2025-03-09,2025-03-13,,shipped,"2709 Steven Corners Suite 902, East Meganchester, MN 64600",Credit Card,paid
ORD_00746,CUST_0694,2025-04-05,2025-04-10,2025-04-11,delivered,"37542 Lindsey Garden Apt. 531, Carrollstad, MN 89863",Debit Card,refunded
ORD_00747,CUST_0412,2025-04-24,2025-04-29,2025-05-03,delivered,"976 Barbara Prairie Suite 852, Melanieshire, GU 64831",PayPal,paid
ORD_00748,CUST_0465,2025-10-29,2025-11-02,2025-11-06,delivered,"PSC 2636, Box 1140, APO AA 96772",Google Pay,paid
ORD_00749,CUST_0348,2025-02-10,2025-02-16,,shipped,"638 Carla Inlet, Larryburgh, LA 84044",Credit Card,refunded
ORD_00750,CUST_0530,2025-01-20,2025-01-25,2025-01-27,delivered,"348 Jimenez Landing Suite 121, Melissaville, KS 57091",Credit Card,paid
ORD_00751,CUST_0013,2024-12-30,2025-01-05,,shipped,"2891 Connie Isle, Duncanland, CO 32092",Credit Card,pending
ORD_00752,CUST_0927,2025-04-20,2025-04-22,,shipped,"87881 David Lakes Suite 956, Port Aliciaside, ID 06859",Google Pay,failed
ORD_00753,CUST_0364,2025-10-06,2025-10-10,2025-10-15,delivered,"89693 Strong Flats Apt. 738, Rebeccahaven, WI 07340",Apple Pay,pending
ORD_00754,CUST_0249,2025-05-12,2025-05-19,2025-05-20,delivered,"109 Chris Mission, Grayview, MT 30348",Credit Card,pending
ORD_00755,CUST_0320,2024-12-16,2024-12-20,,shipped,"8222 Pineda Pines Apt. 868, Olivertown, MO 22826",Google Pay,failed
ORD_00756,CUST_0319,2025-01-20,2025-01-25,,shipped,"21919 Eric Courts Suite 192, New Joshua, NC 12411",PayPal,pending
ORD_00757,CUST_0481,2024-11-19,2024-11-24,2024-11-27,delivered,"008 Pierce Track Apt. 895, Brettport, ND 90373",Debit Card,failed
ORD_00758,CUST_0994,2025-05-26,2025-05-31,2025-06-05,delivered,"58796 Santiago Trail Apt. 804, Harrismouth, ND 75273",PayPal,paid
ORD_00759,CUST_0244,2025-06-27,2025-07-04,2025-07-09,delivered,"59647 Bailey Divide Suite 452, Ramseyhaven, FM 45330",Credit Card,refunded
ORD_00760,CUST_0353,2024-12-23,2024-12-25,2024-12-27,delivered,"79359 Sandoval Divide Apt. 239, Callahantown, MO 63428",Credit Card,failed
ORD_00761,CUST_0194,2025-03-12,,,processing,"2145 Maurice Street, Colemouth, TN 63479",Apple Pay,refunded
ORD_00762,CUST_0615,2025-05-21,,,processing,"7798 Ryan Trafficway Suite 628, Danieltown, MT 25473",Debit Card,failed
ORD_00763,CUST_0631,2025-04-06,2025-04-10,2025-04-13,delivered,"506 Christina Curve, West Pamela, RI 73385",PayPal,paid
ORD_00764,CUST_0466,2025-06-28,2025-07-02,2025-07-04,delivered,"515 Pamela Road, Whitehaven, LA 30101",Credit Card,pending
ORD_00765,CUST_0710,2025-02-06,2025-02-10,2025-02-15,delivered,"0299 Stanton Ways Suite 285, Hansonborough, NY 43877",PayPal,pending
ORD_00766,CUST_0493,2025-03-21,,,processing,"5463 Martin Plains, Garrettshire, MD 48684",Debit Card,refunded
ORD_00767,CUST_0211,2025-01-07,2025-01-09,2025-01-10,delivered,"9642 Edwards Oval Suite 309, West Kathleen, ND 69787",Debit Card,paid
ORD_00768,CUST_0076,2025-10-08,2025-10-09,2025-10-14,delivered,"USCGC Moreno, FPO AA 20768",Credit Card,pending
ORD_00769,CUST_0298,2025-07-09,2025-07-11,2025-07-16,delivered,"Unit 9255 Box 1253, DPO AA 03997",Debit Card,paid
ORD_00770,CUST_0999,2025-03-28,2025-03-30,2025-04-01,delivered,"075 Patrick Orchard, Nicolefort, MS 04150",Debit Card,pending
ORD_00771,CUST_0225,2025-05-01,2025-05-07,2025-05-09,delivered,"2026 Erica Hill, Port Susan, MA 54541",Debit Card,pending
ORD_00772,CUST_0183,2025-02-26,2025-02-27,2025-03-01,delivered,"Unit 3911 Box 7434, DPO AE 55606",Debit Card,paid
ORD_00773,CUST_0022,2024-12-11,,,processing,"894 Sarah Crossing Suite 220, Buchanantown, KY 88015",PayPal,refunded
ORD_00774,CUST_0671,2025-07-08,2025-07-11,2025-07-13,delivered,"1380 Savage Pike Apt. 641, Leblancland, MH 82006",Debit Card,refunded
ORD_00775,CUST_0246,2025-08-02,2025-08-09,2025-08-12,delivered,"PSC 9474, Box 3659, APO AP 67483",PayPal,refunded
ORD_00776,CUST_0900,2025-10-18,,,processing,"01355 Pearson Parks, Foxmouth, ME 83877",Credit Card,paid
ORD_00777,CUST_0148,2024-12-05,2024-12-12,2024-12-14,delivered,"636 Michael Parkways, Christensenport, RI 23553",PayPal,refunded
ORD_00778,CUST_0712,2025-03-03,2025-03-06,2025-03-11,delivered,"0256 Carroll Ways Apt. 500, Lake Stevenland, ND 10966",Apple Pay,pending
ORD_00779,CUST_0944,2025-05-22,2025-05-29,2025-06-03,delivered,"63524 Crystal Route, Nicoleside, HI 95326",Google Pay,pending
ORD_00780,CUST_0875,2025-08-30,2025-09-02,2025-09-04,delivered,"71640 Lynn Inlet Suite 933, South Ashleyberg, KY 71809",Debit Card,pending
ORD_00781,CUST_0055,2025-06-22,2025-06-29,,shipped,"45038 Ashley Gateway Suite 483, Bennettport, AL 39911",Debit Card,pending
ORD_00782,CUST_0872,2025-09-17,2025-09-22,2025-09-26,delivered,"2693 Garcia Hills, West Kristina, RI 96427",PayPal,paid
ORD_00783,CUST_0804,2025-02-13,2025-02-20,2025-02-25,delivered,"65499 Crawford Rapids, Valerieport, TN 96480",Credit Card,pending
ORD_00784,CUST_0521,2025-01-14,2025-01-21,2025-01-26,delivered,"USS Lewis, FPO AA 05963",Debit Card,refunded
ORD_00785,CUST_0532,2025-07-13,2025-07-15,2025-07-18,delivered,"341 Rodriguez Hollow Apt. 511, Tamarastad, WV 42546",Debit Card,refunded
ORD_00786,CUST_0733,2025-06-27,2025-07-01,2025-07-04,delivered,"474 Holland Walk Suite 200, East Richardton, ME 80535",Google Pay,refunded
ORD_00787,CUST_0654,2024-11-22,2024-11-28,,shipped,"3627 Brian Cliff, Benjamintown, GU 24493",Credit Card,pending
ORD_00788,CUST_0225,2025-01-20,2025-01-24,2025-01-26,delivered,"908 Tran Place Apt. 454, Port Kylefort, KY 33486",Apple Pay,pending
ORD_00789,CUST_0314,2024-12-20,2024-12-24,2024-12-29,delivered,"9599 Chris Club Apt. 192, Rachelland, AZ 70567",PayPal,failed
ORD_00790,CUST_0261,2025-03-04,2025-03-05,,shipped,"PSC 2265, Box 1203, APO AA 68241",PayPal,paid
ORD_00791,CUST_0303,2025-02-08,2025-02-13,2025-02-16,delivered,"5891 Baker Circle, New Taylor, ME 22678",PayPal,paid
ORD_00792,CUST_0477,2025-10-02,2025-10-07,2025-10-10,delivered,"7399 Lee Manors, Lake Sara, OH 85270",Apple Pay,refunded
ORD_00793,CUST_0479,2025-09-17,2025-09-21,2025-09-24,delivered,"750 Lee Lock, Lake Steven, CO 95115",Apple Pay,failed
ORD_00794,CUST_0280,2025-10-06,2025-10-07,2025-10-09,delivered,"9323 Escobar Trail Suite 359, Luisfurt, IN 44324",Apple Pay,pending
ORD_00795,CUST_0272,2025-07-11,2025-07-12,,shipped,"04309 Nelson Stravenue, Gordonburgh, NJ 30854",Debit Card,paid
ORD_00796,CUST_0302,2025-04-11,2025-04-16,2025-04-21,delivered,"54690 Patrick Land Apt. 833, Gloverton, AL 69345",Credit Card,failed
ORD_00797,CUST_0949,2025-09-26,2025-09-27,2025-09-28,delivered,"461 Timothy Heights, Lake Steventon, NJ 06324",Credit Card,failed
ORD_00798,CUST_0040,2025-04-12,2025-04-14,2025-04-17,delivered,"47035 White Causeway, Torresberg, NM 02251",PayPal,failed
ORD_00799,CUST_0257,2025-05-16,2025-05-22,2025-05-25,delivered,"5741 Frank Dam Suite 595, New Tannerside, IA 78255",PayPal,pending
ORD_00800,CUST_0876,2025-05-30,,,cancelled,"1805 Coleman Station Apt. 977, Lake Cynthiaside, NY 17534",Google Pay,failed
ORD_00801,CUST_0009,2025-07-26,,,cancelled,"942 Jason Squares Apt. 682, West Tiffanymouth, DE 50379",Debit Card,failed
ORD_00802,CUST_0843,2025-08-29,2025-09-05,2025-09-09,delivered,"061 William Junction Apt. 534, Lake Richard, ID 82832",Apple Pay,paid
ORD_00803,CUST_0484,2025-06-24,2025-06-29,,shipped,"405 Bennett Trace, North Briana, DC 10108",PayPal,refunded
ORD_00804,CUST_0234,2025-07-18,2025-07-24,2025-07-26,delivered,"9612 Oscar Streets Suite 407, Port Garyburgh, OR 70066",Apple Pay,pending
ORD_00805,CUST_0529,2025-10-11,2025-10-18,,shipped,"1037 Johnson Fords Apt. 219, Porterton, UT 70751",Google Pay,refunded
ORD_00806,CUST_0740,2025-08-28,2025-08-31,2025-09-01,delivered,"7500 Shields Circles, Susanchester, NJ 97674",Debit Card,pending
ORD_00807,CUST_0440,2025-03-07,,,cancelled,"2063 Scott Mountains, Port Jessicashire, NH 26091",Apple Pay,pending
ORD_00808,CUST_0450,2025-03-18,2025-03-25,2025-03-30,delivered,"189 Brianna Streets Apt. 625, North Jamesmouth, AR 92781",Credit Card,failed
ORD_00809,CUST_0143,2025-10-28,2025-11-04,,shipped,"0675 Daniel Pass, Kathystad, GA 66253",PayPal,failed
ORD_00810,CUST_0966,2025-09-05,,,processing,"8176 Cooper Mission Apt. 516, Farrellview, CA 95480",Credit Card,refunded
ORD_00811,CUST_0830,2025-09-28,2025-10-05,,shipped,"965 Sherman Grove, North Michaelport, GU 53862",Debit Card,failed
ORD_00812,CUST_0231,2025-06-23,2025-06-27,2025-07-01,delivered,"127 Susan Union, Darrellfurt, DE 29439",Google Pay,failed
ORD_00813,CUST_0334,2025-01-31,2025-02-01,,shipped,"2636 Rose Groves Suite 521, Hobbsfort, LA 38304",Google Pay,paid
ORD_00814,CUST_0945,2025-03-11,2025-03-13,2025-03-16,delivered,"04293 Johnson Lake Suite 950, South Dylan, AL 40653",Google Pay,refunded
ORD_00815,CUST_0391,2025-07-07,2025-07-11,2025-07-12,delivered,"013 Kristina Tunnel, West Juliemouth, CO 44131",Google Pay,refunded
ORD_00816,CUST_0193,2024-12-28,2024-12-29,2025-01-01,delivered,"7417 Collins Parkways Apt. 794, West Chad, AZ 63400",Google Pay,refunded
ORD_00817,CUST_0655,2024-12-01,2024-12-02,2024-12-04,delivered,"090 Jones Drives, South Jeremy, DE 45813",Credit Card,pending
ORD_00818,CUST_0033,2025-06-13,,,processing,"463 Jordan Manor, Mitchellhaven, NY 89674",Google Pay,refunded
ORD_00819,CUST_0028,2025-03-14,2025-03-16,2025-03-17,delivered,"2081 Berry Turnpike, Grahamberg, IA 05801",Apple Pay,failed
ORD_00820,CUST_0211,2025-05-16,2025-05-19,2025-05-24,delivered,"57611 Chang Corner, Lake Andrewland, VI 45114",Credit Card,refunded
ORD_00821,CUST_0059,2025-09-12,2025-09-17,2025-09-18,delivered,"470 Diane Rest, Juliemouth, IN 05237",PayPal,failed
ORD_00822,CUST_0881,2025-04-30,2025-05-04,2025-05-06,delivered,"4801 Bowen Islands Suite 464, West Angela, NY 62805",Credit Card,pending
ORD_00823,CUST_0550,2025-04-05,2025-04-09,2025-04-10,delivered,"84473 Sheryl Haven, Williamsside, MH 56053",Apple Pay,pending
ORD_00824,CUST_0134,2025-06-18,2025-06-21,2025-06-25,delivered,"48041 Goodwin Locks, Terryfort, FL 24610",Apple Pay,pending
ORD_00825,CUST_0619,2025-11-11,2025-11-14,,shipped,"916 Anthony Stravenue, Patrickside, DE 71497",Google Pay,pending
ORD_00826,CUST_0515,2025-07-22,,,processing,"686 Kim Harbor, New Andrea, VT 51572",Apple Pay,failed
ORD_00827,CUST_0207,2025-10-27,2025-10-29,2025-11-02,delivered,"798 Justin Mountain Suite 075, Port Cody, VI 45527",Credit Card,refunded
ORD_00828,CUST_0620,2025-02-13,2025-02-18,2025-02-21,delivered,"699 Branch Lock, Taylorton, CT 24494",Google Pay,refunded
ORD_00829,CUST_0472,2025-09-28,2025-10-03,2025-10-04,delivered,"59390 Wolfe Divide Apt. 096, New Stephen, OH 96006",Credit Card,failed
ORD_00830,CUST_0662,2025-10-07,2025-10-10,2025-10-13,delivered,"391 Mark Tunnel, Solismouth, OR 16826",Apple Pay,pending
ORD_00831,CUST_0426,2025-01-09,2025-01-11,2025-01-16,delivered,"7069 Ronald Ridge, Larrychester, FL 84253",Apple Pay,refunded
ORD_00832,CUST_0394,2025-03-15,2025-03-17,,shipped,"80671 Loretta Crest Suite 362, Micheleburgh, IN 80233",Google Pay,paid
ORD_00833,CUST_0403,2025-10-03,,,processing,"3696 Taylor Green Suite 500, East Jacobview, PR 24459",Credit Card,pending
ORD_00834,CUST_0907,2025-04-23,2025-04-26,2025-05-01,delivered,"90790 Moon Way Apt. 551, East Shannon, VT 55962",Debit Card,paid
ORD_00835,CUST_0715,2025-08-05,,,processing,"USS Mcdowell, FPO AP 70137",PayPal,refunded
ORD_00836,CUST_0422,2025-04-18,,,cancelled,"539 Billy Roads Apt. 813, Vazquezborough, SD 71820",Google Pay,paid
ORD_00837,CUST_0378,2025-09-03,2025-09-10,2025-09-11,delivered,"81486 Kevin Forges, Lake Patrickport, VA 80625",Google Pay,failed
ORD_00838,CUST_0420,2025-07-02,2025-07-04,2025-07-07,delivered,"77273 Williams Run, Jenniferton, NY 92262",PayPal,paid
ORD_00839,CUST_0474,2025-03-02,2025-03-03,2025-03-07,delivered,"640 Joanna Valleys, Gonzalezborough, WA 54322",Apple Pay,failed
ORD_00840,CUST_0764,2025-10-18,2025-10-25,2025-10-27,delivered,"2880 Lauren Circles Apt. 999, Kristamouth, OH 94768",Apple Pay,paid
ORD_00841,CUST_0011,2025-09-02,2025-09-03,2025-09-05,delivered,"857 Jonathan Mountain Suite 179, West Davidtown, MS 98413",Debit Card,refunded
ORD_00842,CUST_0497,2025-08-11,2025-08-12,2025-08-13,delivered,"38748 Alex Motorway, East Grace, MI 77870",Google Pay,pending
ORD_00843,CUST_0731,2025-07-02,2025-07-04,2025-07-08,delivered,"62191 Fuller Trail, North Joseph, AR 75515",Debit Card,pending
ORD_00844,CUST_0175,2025-09-17,2025-09-22,2025-09-23,delivered,"999 Gardner Prairie Apt. 064, Joseport, NE 09291",PayPal,failed
ORD_00845,CUST_0128,2025-06-20,2025-06-26,2025-06-30,delivered,"2638 Erickson Forge Apt. 105, Kelleychester, IN 06077",PayPal,paid
ORD_00846,CUST_0688,2025-07-07,,,cancelled,"03999 Johnson Greens Apt. 137, Port Brendabury, LA 36460",Credit Card,failed
ORD_00847,CUST_0158,2025-01-10,2025-01-13,2025-01-15,delivered,"437 Rivera Park, Acostaview, AS 15233",PayPal,paid
ORD_00848,CUST_0915,2024-12-12,,,processing,"Unit 3865 Box 4631, DPO AE 41541",Google Pay,pending
ORD_00849,CUST_0453,2025-06-18,,,processing,"8932 Greene Cliff Apt. 923, East Jennifer, AZ 38012",Credit Card,paid
ORD_00850,CUST_0400,2025-03-09,,,processing,"18367 Wood Mountains Suite 469, Vickishire, NY 94218",Debit Card,refunded
ORD_00851,CUST_0054,2025-10-13,2025-10-14,,shipped,"373 Lisa Knoll, Dustinton, MD 23194",Credit Card,refunded
ORD_00852,CUST_0786,2025-08-26,2025-08-28,2025-08-31,delivered,"9787 Butler Burgs, Stacyhaven, MN 33258",PayPal,pending
ORD_00853,CUST_0094,2025-10-24,2025-10-28,2025-10-29,delivered,"1553 Anderson Fork, Robinsonmouth, OH 28113",Credit Card,failed
ORD_00854,CUST_0841,2025-05-01,2025-05-07,2025-05-08,delivered,"Unit 5183 Box 3269, DPO AA 16829",PayPal,paid
ORD_00855,CUST_0817,2025-04-25,,,processing,"67407 Rachel Shoals Suite 470, Michaelton, NV 87487",PayPal,pending
ORD_00856,CUST_0046,2025-05-16,2025-05-21,2025-05-22,delivered,"7268 Darius Turnpike, South Mark, ND 26104",Debit Card,failed
ORD_00857,CUST_0576,2025-03-13,2025-03-15,,shipped,"885 Haley Underpass, East Michael, UT 44942",Google Pay,pending
ORD_00858,CUST_0957,2025-06-23,2025-06-27,2025-07-01,delivered,"945 Obrien Orchard Suite 939, Port Jenniferview, MI 73094",Credit Card,pending
ORD_00859,CUST_0219,2025-10-03,2025-10-06,2025-10-09,delivered,"9152 Clarke Key Suite 436, West Michaelmouth, MD 76162",PayPal,paid
ORD_00860,CUST_0412,2025-11-02,2025-11-05,,shipped,"5692 Jones Ports Suite 861, Marioland, MA 18836",Credit Card,refunded
ORD_00861,CUST_0218,2025-01-07,2025-01-09,2025-01-10,delivered,"4573 Susan Ports Suite 633, South Matthew, TX 96101",Debit Card,failed
ORD_00862,CUST_0045,2025-04-10,2025-04-12,2025-04-16,delivered,"973 Torres Circles Suite 243, Marvintown, MO 54558",Debit Card,refunded
ORD_00863,CUST_0105,2025-10-16,,,processing,"304 Tracey Common, Candicemouth, MO 99824",Google Pay,pending
ORD_00864,CUST_0258,2025-04-14,2025-04-19,2025-04-22,delivered,"PSC 7341, Box 4074, APO AE 48904",Apple Pay,pending
ORD_00865,CUST_0341,2024-12-09,2024-12-15,2024-12-18,delivered,"9672 Edwards Manor Suite 169, Vincentton, MO 70568",Apple Pay,paid
ORD_00866,CUST_0344,2025-01-08,2025-01-13,2025-01-18,delivered,"373 Alexander Centers Apt. 109, Hugheschester, LA 19634",Apple Pay,refunded
ORD_00867,CUST_0524,2025-05-13,2025-05-19,,shipped,"952 Karen Spring Suite 644, Yodertown, WA 44469",PayPal,paid
ORD_00868,CUST_0239,2025-01-26,2025-01-31,2025-02-01,delivered,"402 Klein Orchard, Lake Davidmouth, CO 70261",Debit Card,pending
ORD_00869,CUST_0756,2025-09-28,2025-10-05,2025-10-07,delivered,"USNS Gaines, FPO AP 32592",Google Pay,paid
ORD_00870,CUST_0062,2025-08-12,2025-08-15,2025-08-19,delivered,"74945 Cory Parkways Suite 732, South Ronald, DE 90351",Debit Card,pending
ORD_00871,CUST_0156,2025-07-08,2025-07-10,2025-07-11,delivered,"38591 Brandon Prairie Suite 891, New Samanthaside, OR 17093",PayPal,refunded
ORD_00872,CUST_0757,2025-11-06,2025-11-08,2025-11-11,delivered,"74982 Jared Mountain, Emilytown, OR 54390",Debit Card,paid
ORD_00873,CUST_0534,2025-03-20,2025-03-26,2025-03-29,delivered,"835 Hutchinson Stravenue Apt. 331, Port Lisa, AL 11110",Credit Card,pending
ORD_00874,CUST_0868,2025-10-13,,,processing,"540 Gibson Mill Apt. 307, Murillofurt, NJ 60740",Debit Card,failed
ORD_00875,CUST_0249,2025-10-25,2025-10-30,2025-10-31,delivered,"513 Susan Shoals Suite 145, South Laura, AK 56070",PayPal,pending
ORD_00876,CUST_0623,2025-05-26,2025-05-31,2025-06-03,delivered,"9413 Ariel Key, North Deborah, CO 44640",PayPal,refunded
